"subject","sub_subject","book_name","author_name","page_number","text","word_count"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","548","electrons were in the 9, 2 combination.) Similar things happen at other places
and account for the fact that other metals, such as iron, combine chemically with
either of two valences. By zinc, both the 3d and 4s shells are ﬁlled once and for
all.
Ga to Kr
From gallium to krypton the sequence proceeds normally again, ﬁlling the
4p shell. The outer shells, the energies, and the chemical properties repeat the
pattern of boron to neon and aluminum to argon.
Krypton, like argon and neon, is known as “noble” gas. All three are chemically
“inert.” This means only that, having ﬁlled shells of relatively low energy, there
are few situations in which there is an energy advantage for them to join in
a simple combination with other elements. Having a ﬁlled shell is not enough.
Beryllium and magnesium have ﬁlled s-shells, but the energy of these shells is
too high to lead to stability. Similarly, one would have expected another “noble”
element at nickel, if the energy of the 3d shell had been lower (or the 4s higher).
On the other hand, krypton is not completely inert; it will form a weakly-bound
compound with chlorine.
Since our sample has turned up most of the main features of the periodic
table, we stop our examination at element number 36—there are still seventy or
so more!
We would like to bring up only one more point—that we not only can
understand the valences to some extent but also can say something about the
directional properties of the chemical bonds. Take an atom like oxygen which has
four 2p electrons. The ﬁrst three go into “x,” “y,” and “z” states and the fourth
will double one of these states, leaving two—say “x” and “y”—vacant. Consider
then what happens in H2O. Each of the two hydrogens are willing to share an
electron with the oxygen, helping the oxygen to ﬁll a shell. These electrons will
tend to go into the “x” and “y” vacancies. So the water molecule should have
the two hydrogen atoms making a right angle with respect to the center of the
oxygen. The angle is actually 105◦. We can even understand why the angle
is larger than 90◦. In sharing their electrons the hydrogens end up with a net
positive charge. The electric repulsion “strains” the wave functions and pushes
the angle out to 105◦. The same situation occurs in H2S. But because the sulfur
atom is larger, the two hydrogen atoms are farther apart, there is less repulsion,
and the angle is only pushed out to about 93◦. Selenium is even larger, so in
H2Se the angle is very nearly 90◦.
19-32","444"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","549","We can use the same arguments to understand the geometry of ammonia,
H3N. Nitrogen has room for three more 2p electrons, one each for the “x,” “y,”
and “z” type states. The three hydrogens should join on at right angles to each
other. The angles come out a little larger than 90◦—again from the electric
repulsion—but at least we see why the molecule of H3N is not ﬂat. The angles
in phosphene, H3P, are close to 90◦, and in H3As are still closer. We assumed
that NH3 was not ﬂat when we described it as a two-state system. And the
nonﬂatness is what makes the ammonia maser possible. Now we see that also
that shape can be understood from our quantum mechanics.
The Schrödinger equation has been one of the great triumphs of physics. By
providing the key to the underlying machinery of atomic structure it has given
an explanation for atomic spectra, for chemistry, and for the nature of matter.
19-33","162"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","550","20
Operators
20-1 Operations and operators
All the things we have done so far in quantum mechanics could be handled
with ordinary algebra, although we did from time to time show you some special
ways of writing quantum-mechanical quantities and equations. We would like
now to talk some more about some interesting and useful mathematical ways
of describing quantum-mechanical things. There are many ways of approaching
the subject of quantum mechanics, and most books use a diﬀerent approach
from the one we have taken. As you go on to read other books you might not
see right away the connections of what you will ﬁnd in them to what we have
been doing. Although we will also be able to get a few useful results, the main
purpose of this chapter is to tell you about some of the diﬀerent ways of writing
the same physics. Knowing them you should be able to understand better what
other people are saying. When people were ﬁrst working out classical mechanics
they always wrote all the equations in terms of x-, y-, and z-components. Then
someone came along and pointed out that all of the writing could be made much
simpler by inventing the vector notation. It’s true that when you come down
to ﬁguring something out you often have to convert the vectors back to their
components. But it’s generally much easier to see what’s going on when you
work with vectors and also easier to do many of the calculations. In quantum
mechanics we were able to write many things in a simpler way by using the idea
of the “state vector.” The state vector | ψ⟩has, of course, nothing to do with
geometric vectors in three dimensions but is an abstract symbol that stands for a
physical state, identiﬁed by the “label,” or “name,” ψ. The idea is useful because
the laws of quantum mechanics can be written as algebraic equations in terms of
these symbols. For instance, our fundamental law that any state can be made up
from a linear combination of base states is written as
| ψ⟩=
X
i
Ci | i⟩,
(20.1)
20-1","357"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","551","where the Ci are a set of ordinary (complex) numbers—the amplitudes Ci =
⟨i | ψ⟩—while | 1⟩, | 2⟩, | 3⟩, and so on, stand for the base states in some base, or
representation.
If you take some physical state and do something to it—like rotating it, or
like waiting for the time ∆t—you get a diﬀerent state. We say, “performing an
operation on a state produces a new state.” We can express the same idea by an
equation:
| φ⟩= ˆA | ψ⟩.
(20.2)
An operation on a state produces another state. The operator ˆA stands for some
particular operation. When this operation is performed on any state, say | ψ⟩, it
produces some other state | φ⟩.
What does Eq. (20.2) mean? We deﬁne it this way. If you multiply the
equation by ⟨i | and expand | ψ⟩according to Eq. (20.1), you get
⟨i | φ⟩=
X
j
⟨i | ˆA | j⟩⟨j | ψ⟩.
(20.3)
(The states | j⟩are from the same set as | i⟩.) This is now just an algebraic
equation. The numbers ⟨i | φ⟩give the amount of each base state you will ﬁnd
in | φ⟩, and it is given in terms of a linear superposition of the amplitudes ⟨j | ψ⟩
that you ﬁnd | ψ⟩in each base state. The numbers ⟨i | ˆA | j⟩are just the coeﬃcients
which tell how much of ⟨j | ψ⟩goes into each sum. The operator ˆA is described
numerically by the set of numbers, or “matrix,”
Aij ≡⟨i | ˆA | j⟩.
(20.4)
So Eq. (20.2) is a high-class way of writing Eq. (20.3). Actually it is a little
more than that; something more is implied. In Eq. (20.2) we do not make any
reference to a set of base states. Equation (20.3) is an image of Eq. (20.2) in
terms of some set of base states. But, as you know, you may use any set you
wish. And this idea is implied in Eq. (20.2). The operator way of writing avoids
making any particular choice. Of course, when you want to get deﬁnite you
have to choose some set. When you make your choice, you use Eq. (20.3). So
the operator equation (20.2) is a more abstract way of writing the algebraic
equation (20.3). It’s similar to the diﬀerence between writing
c = a × b
20-2","395"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","552","instead of
cx = aybz −azby,
cy = azbx −axbz,
cz = axby −aybx.
The ﬁrst way is much handier. When you want results, however, you will eventually
have to give the components with respect to some set of axes. Similarly, if you
want to be able to say what you really mean by ˆA, you will have to be ready to
give the matrix Aij in terms of some set of base states. So long as you have in
mind some set | i⟩, Eq. (20.2) means just the same as Eq. (20.3). (You should
remember also that once you know a matrix for one particular set of base states
you can always calculate the corresponding matrix that goes with any other base.
You can transform the matrix from one “representation” to another.)
The operator equation in (20.2) also allows a new way of thinking. If we
imagine some operator ˆA, we can use it with any state | ψ⟩to create a new
state ˆA | ψ⟩. Sometimes a “state” we get this way may be very peculiar—it may
not represent any physical situation we are likely to encounter in nature. (For
instance, we may get a state that is not normalized to represent one electron.)
In other words, we may at times get “states” that are mathematically artiﬁcial.
Such artiﬁcial “states” may still be useful, perhaps as the mid-point of some
calculation.
We have already shown you many examples of quantum-mechanical operators.
We have had the rotation operator ˆRy(θ) which takes a state | ψ⟩and produces a
new state, which is the old state as seen in a rotated coordinate system. We have
had the parity (or inversion) operator ˆP, which makes a new state by reversing
all coordinates. We have had the operators ˆσx, ˆσy, and ˆσz for spin one-half
particles.
The operator ˆJz was deﬁned in Chapter 17 in terms of the rotation operator
for a small angle ϵ.
ˆRz(ϵ) = 1 + i
ℏϵ ˆJz.
(20.5)
This just means, of course, that
ˆRz(ϵ) | ψ⟩= | ψ⟩+ i
ℏϵ ˆJz | ψ⟩.
(20.6)
In this example, ˆJz | ψ⟩is ℏ/iϵ times the state you get if you rotate | ψ⟩by the
20-3","367"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","553","small angle ϵ and then subtract the original state. It represents a “state” which
is the diﬀerence of two states.
One more example. We had an operator ˆpx—called the momentum operator
(x-component) deﬁned in an equation like (20.6). If ˆDx(L) is the operator which
displaces a state along x by the distance L, then ˆpx is deﬁned by
ˆDx(δ) = 1 + i
ℏδˆpx,
(20.7)
where δ is a small displacement. Displacing the state | ψ⟩along x by a small
distance δ gives a new state | ψ′⟩. We are saying that this new state is the old
state plus a small new piece
i
ℏδˆpx | ψ⟩.
The operators we are talking about work on a state vector like | ψ⟩, which
is an abstract description of a physical situation. They are quite diﬀerent from
algebraic operators which work on mathematical functions. For instance, d/dx is
an “operator” that works on f(x) by changing it to a new function f ′(x) = df/dx.
Another example is the algebraic operator ∇2. You can see why the same word is
used in both cases, but you should keep in mind that the two kinds of operators
are diﬀerent. A quantum-mechanical operator ˆA does not work on an algebraic
function, but on a state vector like | ψ⟩. Both kinds of operators are used in
quantum mechanics and often in similar kinds of equations, as you will see a little
later. When you are ﬁrst learning the subject it is well to keep the distinction
always in mind. Later on, when you are more familiar with the subject, you
will ﬁnd that it is less important to keep any sharp distinction between the two
kinds of operators. You will, indeed, ﬁnd that most books generally use the same
notation for both!
We’ll go on now and look at some useful things you can do with operators.
But ﬁrst, one special remark. Suppose we have an operator ˆA whose matrix in
some base is Aij ≡⟨i | ˆA | j⟩. The amplitude that the state ˆA | ψ⟩is also in some
other state | φ⟩is ⟨φ | ˆA | ψ⟩. Is there some meaning to the complex conjugate of
this amplitude? You should be able to show that
⟨φ | ˆA | ψ⟩∗= ⟨ψ | ˆA† | φ⟩,
(20.8)
where ˆA† (read “A dagger”) is an operator whose matrix elements are
A†
ij = (Aji)∗.
(20.9)
20-4","404"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","554","To get the i, j element of A† you go to the j, i element of ˆA (the indexes are
reversed) and take its complex conjugate. The amplitude that the state ˆA† | φ⟩
is in | ψ⟩is the complex conjugate of the amplitude that ˆA | ψ⟩is in | φ⟩. The
operator ˆA† is called the “Hermitian adjoint” of ˆA. Many important operators of
quantum mechanics have the special property that when you take the Hermitian
adjoint, you get the same operator back. If ˆB is such an operator, then
ˆB† = ˆB,
and it is called a “self-adjoint” or “Hermitian,” operator.
20-2 Average energies
So far we have reminded you mainly of what you already know. Now we
would like to discuss a new question. How would you ﬁnd the average energy of a
system—say, an atom? If an atom is in a particular state of deﬁnite energy and
you measure the energy, you will ﬁnd a certain energy E. If you keep repeating
the measurement on each one of a whole series of atoms which are all selected
to be in the same state, all the measurements will give E, and the “average” of
your measurements will, of course, be just E.
Now, however, what happens if you make the measurement on some state | ψ⟩
which is not a stationary state? Since the system does not have a deﬁnite energy,
one measurement would give one energy, the same measurement on another atom
in the same state would give a diﬀerent energy, and so on. What would you get
for the average of a whole series of energy measurements?
We can answer the question by projecting the state | ψ⟩onto the set of states
of deﬁnite energy. To remind you that this is a special base set, we’ll call the
states | ηi⟩. Each of the states | ηi⟩has a deﬁnite energy Ei. In this representation,
| ψ⟩=
X
i
Ci | ηi⟩.
(20.10)
When you make an energy measurement and get some number Ei, you have
found that the system was in the state ηi. But you may get a diﬀerent number
for each measurement. Sometimes you will get E1, sometimes E2, sometimes E3,
and so on. The probability that you observe the energy E1 is just the probability
of ﬁnding the system in the state | η1⟩, which is, of course, just the absolute
20-5","400"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","555","square of the amplitude C1 = ⟨η1 | ψ⟩. The probability of ﬁnding each of the
possible energies Ei is
Pi = |Ci|2.
(20.11)
How are these probabilities related to the mean value of a whole sequence of
energy measurements? Let’s imagine that we get a series of measurements like
this: E1, E7, E11, E9, E1, E10, E7, E2, E3, E9, E6, E4, and so on. We continue
for, say, a thousand measurements. When we are ﬁnished we add all the energies
and divide by one thousand. That’s what we mean by the average. There’s also
a short-cut to adding all the numbers. You can count up how many times you
get E1, say that is N1, and then count up the number of times you get E2, call
that N2, and so on. The sum of all the energies is certainly just
N1E1 + N2E2 + N3E3 + · · · =
X
i
NiEi.
The average energy is this sum divided by the total number of measurements
which is just the sum of all the Ni’s, which we can call N;
Eav =
P
i NiEi
N
.
(20.12)
We are almost there. What we mean by the probability of something hap-
pening is just the number of times we expect it to happen divided by the total
number of tries. The ratio Ni/N should—for large N—be very near to Pi, the
probability of ﬁnding the state | ηi⟩, although it will not be exactly Pi because
of the statistical ﬂuctuations. Let’s write the predicted (or “expected”) average
energy as ⟨E⟩av; then we can say that
⟨E⟩av =
X
i
PiEi.
(20.13)
The same arguments apply for any measurement. The average value of a measured
quantity A should be equal to
⟨A⟩av =
X
i
PiAi,
where Ai are the various possible values of the observed quantity, and Pi is the
probability of getting that value.
20-6","319"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","556","Let’s go back to our quantum-mechanical state | ψ⟩. It’s average energy is
⟨E⟩av =
X
i
|Ci|2Ei =
X
i
C∗
i CiEi.
(20.14)
Now watch this trickery! First, we write the sum as
X
i
⟨ψ | ηi⟩Ei⟨ηi | ψ⟩.
(20.15)
Next we treat the left-hand ⟨ψ | as a common “factor.” We can take this factor
out of the sum, and write it as
⟨ψ |
X
i
| ηi⟩Ei⟨ηi | ψ⟩

.
This expression has the form
⟨ψ | φ⟩,
where | φ⟩is some “cooked-up” state deﬁned by
| φ⟩=
X
i
| ηi⟩Ei⟨ηi | ψ⟩.
(20.16)
It is, in other words, the state you get if you take each base state | ηi⟩in the
amount Ei⟨ηi | ψ⟩.
Now remember what we mean by the states | ηi⟩. They are supposed to be
the stationary states—by which we mean that for each one,
ˆH | ηi⟩= Ei | ηi⟩.
Since Ei is just a number, the right-hand side is the same as | ηi⟩Ei, and the sum
in Eq. (20.16) is the same as
X
i
ˆH | ηi⟩⟨ηi | ψ⟩.
Now i appears only in the famous combination that contracts to unity, so
X
i
ˆH | ηi⟩⟨ηi | ψ⟩= ˆH
X
i
| ηi⟩⟨ηi | ψ⟩= ˆH | ψ⟩.
20-7","218"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","557","Magic! Equation (20.16) is the same as
| φ⟩= ˆH | ψ⟩.
(20.17)
The average energy of the state | ψ⟩can be written very prettily as
⟨E⟩av = ⟨ψ | ˆH | ψ⟩.
(20.18)
To get the average energy you operate on | ψ⟩with ˆH, and then multiply by ⟨ψ |.
A simple result.
Our new formula for the average energy is not only pretty. It is also useful,
because now we don’t need to say anything about any particular set of base
states. We don’t even have to know all of the possible energy levels. When we go
to calculate, we’ll need to describe our state in terms of some set of base states,
but if we know the Hamiltonian matrix Hij for that set we can get the average
energy. Equation (20.18) says that for any set of base states | i⟩, the average
energy can be calculated from
⟨E⟩av =
X
ij
⟨ψ | i⟩⟨i | ˆH | j⟩⟨j | ψ⟩,
(20.19)
where the amplitudes ⟨i | ˆH | j⟩are just the elements of the matrix Hij.
Let’s check this result for the special case that the states | i⟩are the deﬁnite
energy states. For them, ˆH | j⟩= Ej | j⟩, so ⟨i | ˆH | j⟩= Ej δij and
⟨E⟩av =
X
ij
⟨ψ | i⟩Ejδij⟨j | ψ⟩=
X
i
Ei⟨ψ | i⟩⟨i | ψ⟩,
which is right.
Equation (20.19) can, incidentally, be extended to other physical measure-
ments which you can express as an operator. For instance, ˆLz is the operator of
the z-component of the angular momentum L. The average of the z-component
for the state | ψ⟩is
⟨Lz⟩av = ⟨ψ | ˆLz | ψ⟩.
One way to prove it is to think of some situation in which the energy is proportional
to the angular momentum. Then all the arguments go through in the same way.
20-8","314"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","558","In summary, if a physical observable A is related to a suitable quantum-
mechanical operator ˆA, the average value of A for the state | ψ⟩is given by
⟨A⟩av = ⟨ψ | ˆA | ψ⟩.
(20.20)
By this we mean that
⟨A⟩av = ⟨ψ | φ⟩,
(20.21)
with
| φ⟩= ˆA | ψ⟩.
(20.22)
20-3 The average energy of an atom
Suppose we want the average energy of an atom in a state described by a wave
function ψ(r); How do we ﬁnd it? Let’s ﬁrst think of a one-dimensional situation
with a state | ψ⟩deﬁned by the amplitude ⟨x | ψ⟩= ψ(x). We are asking for the
special case of Eq. (20.19) applied to the coordinate representation. Following
our usual procedure, we replace the states | i⟩and | j⟩by | x⟩and | x′⟩, and change
the sums to integrals. We get
⟨E⟩av =
Z Z
⟨ψ | x⟩⟨x | ˆH | x′⟩⟨x′ | ψ⟩dx dx′.
(20.23)
This integral can, if we wish, be written in the following way:
Z
⟨ψ | x⟩⟨x | φ⟩dx,
(20.24)
with
⟨x | φ⟩=
Z
⟨x | ˆH | x′⟩⟨x′ | ψ⟩dx′.
(20.25)
The integral over x′ in (20.25) is the same one we had in Chapter 16—see
Eq. (16.50) and Eq. (16.52)—and is equal to
−ℏ2
2m
d2
dx2 ψ(x) + V (x)ψ(x).
We can therefore write
⟨x | φ⟩=

−ℏ2
2m
d2
dx2 + V (x)

ψ(x).
(20.26)
20-9","239"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","559","Remember that ⟨ψ | x⟩= ⟨x | ψ⟩∗= ψ∗(x); using this equality, the average
energy in Eq. (20.23) can be written as
⟨E⟩av =
Z
ψ∗(x)

−ℏ2
2m
d2
dx2 + V (x)

ψ(x) dx.
(20.27)
Given a wave function ψ(x), you can get the average energy by doing this integral.
You can begin to see how we can go back and forth from the state-vector ideas
to the wave-function ideas.
The quantity in the braces of Eq. (20.27) is an algebraic operator.† We will
write it as ˆH
ˆH = −ℏ2
2m
d2
dx2 + V (x).
With this notation Eq. (20.23) becomes
⟨E⟩av =
Z
ψ∗(x) ˆHψ(x) dx.
(20.28)
The algebraic operator ˆH deﬁned here is, of course, not identical to the
quantum-mechanical operator ˆH. The new operator works on a function of
position ψ(x) = ⟨x | ψ⟩to give a new function of x, φ(x) = ⟨x | φ⟩; while ˆH
operates on a state vector | ψ⟩to give another state vector | φ⟩, without implying
the coordinate representation or any particular representation at all. Nor is ˆH
strictly the same as ˆH even in the coordinate representation.
If we choose
to work in the coordinate representation, we would interpret ˆH in terms of
a matrix ⟨x | ˆH | x′⟩which depends somehow on the two “indices” x and x′;
that is, we expect—according to Eq. (20.25)—that ⟨x | φ⟩is related to all the
amplitudes ⟨x | ψ⟩by an integration. On the other hand, we ﬁnd that ˆH is a
diﬀerential operator. We have already worked out in Section 16-5 the connection
between ⟨x | ˆH | x′⟩and the algebraic operator ˆH.
We should make one qualiﬁcation on our results. We have been assuming
that the amplitude ψ(x) = ⟨x | ψ⟩is normalized. By this we mean that the scale
has been chosen so that
Z
|ψ(x)|2 dx = 1;
† The “operator” V (x) means “multiply by V (x).”
20-10","326"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","560","so the probability of ﬁnding the electron somewhere is unity. If you should choose
to work with a ψ(x) which is not normalized you should write
⟨E⟩av =
R
ψ∗(x) ˆHψ(x) dx
R
ψ∗(x)ψ(x) dx .
(20.29)
It’s the same thing.
Notice the similarity in form between Eq. (20.28) and Eq. (20.18). These
two ways of writing the same result appear often when you work with the x-
representation. You can go from the ﬁrst form to the second with any ˆA which
is a local operator, where a local operator is one which in the integral
Z
⟨x | ˆA | x′⟩⟨x′ | ψ⟩dx′
can be written as ˆAψ(x), where ˆA is a diﬀerential algebraic operator. There are,
however, operators for which this is not true. For them you must work with the
basic equations in (20.21) and (20.22).
You can easily extend the derivation to three dimensions. The result is that†
⟨E⟩av =
Z
ψ∗(r) ˆHψ(r) dV,
(20.30)
with
ˆH = −ℏ2
2m ∇2 + V (r),
(20.31)
and with the understanding that
Z
|ψ|2 dV = 1.
(20.32)
The same equations can be extended to systems with several electrons in a fairly
obvious way, but we won’t bother to write down the results.
With Eq. (20.30) we can calculate the average energy of an atomic state even
without knowing its energy levels. All we need is the wave function. It’s an
important law. We’ll tell you about one interesting application. Suppose you
† We write dV ol for the element of volume. It is, of course, just dx dy dz, and the integral
goes from −∞to +∞in all three coordinates.
20-11","274"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","561","want to know the ground-state energy of some system—say the helium atom, but
it’s too hard to solve Schrödinger’s equation for the wave function, because there
are too many variables. Suppose, however, that you take a guess at the wave
function—pick any function you like—and calculate the average energy. That is,
you use Eq. (20.29)—generalized to three dimensions-to ﬁnd what the average
energy would be if the atom were really in the state described by this wave
function. This energy will certainly be higher than the ground-state energy which
is the lowest possible energy the atom can have.† Now pick another function and
calculate its average energy. If it is lower than your ﬁrst choice you are getting
closer to the true ground-state energy. If you keep on trying all sorts of artiﬁcial
states you will be able to get lower and lower energies, which come closer and
closer to the ground-state energy. If you are clever, you will try some functions
which have a few adjustable parameters. When you calculate the energy it will
be expressed in terms of these parameters. By varying the parameters to give
the lowest possible energy, you are trying out a whole class of functions at once.
Eventually you will ﬁnd that it is harder and harder to get lower energies and
you will begin to be convinced that you are fairly close to the lowest possible
energy. The helium atom has been solved in just this way—not by solving a
diﬀerential equation, but by making up a special function with a lot of adjustable
parameters which are eventually chosen to give the lowest possible value for the
average energy.
20-4 The position operator
What is the average value of the position of an electron in an atom? For any
particular state | ψ⟩what is the average value of the coordinate x? We’ll work in
one dimension and let you extend the ideas to three dimensions or to systems
with more than one particle: We have a state described by ψ(x), and we keep
measuring x over and over again. What is the average? It is
Z
xP(x) dx,
where P(x) dx is the probability of ﬁnding the electron in a little element dx at x.
Suppose the probability density P(x) varies with x as shown in Fig. 20-1. The
† You can also look at it this way. Any function (that is, state) you choose can be written as a
linear combination of the base states which are deﬁnite energy states. Since in this combination
there is a mixture of higher energy states in with the lowest energy state, the average energy
will be higher than the ground-state energy.
20-12","447"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","562","x
P (x)
Fig. 20-1. A curve of probability density representing a localized particle.
electron is most likely to be found near the peak of the curve. The average value
of x is also somewhere near the peak. It is, in fact, just the center of gravity of
the area under the curve.
We have seen earlier that P(x) is just |ψ(x)|2 = ψ∗(x)ψ(x), so we can write
the average of x as
⟨x⟩av =
Z
ψ∗(x)xψ(x) dx.
(20.33)
Our equation for ⟨x⟩av has the same form as Eq. (20.28). For the average
energy, the energy operator ˆH appears between the two ψ’s, for the average
position there is just x. (If you wish you can consider x to be the algebraic
operator “multiply by x.”) We can carry the parallelism still further, expressing
the average position in a form which corresponds to Eq. (20.18). Suppose we
just write
⟨x⟩av = ⟨ψ | α⟩
(20.34)
with
| α⟩= ˆx | ψ⟩,
(20.35)
and then see if we can ﬁnd the operator ˆx which generates the state | α⟩, which
will make Eq. (20.34) agree with Eq. (20.33). That is, we must ﬁnd a | α⟩, so
that
⟨ψ | α⟩= ⟨x⟩av =
Z
⟨ψ | x⟩x⟨x | ψ⟩dx.
(20.36)
20-13","210"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","563","First, let’s expand ⟨ψ | α⟩in the x-representation. It is
⟨ψ | α⟩=
Z
⟨ψ | x⟩⟨x | α⟩dx.
(20.37)
Now compare the integrals in the last two equations.
You see that in the
x-representation
⟨x | α⟩= x⟨x | ψ⟩.
(20.38)
Operating on | ψ⟩with ˆx to get | α⟩is equivalent to multiplying ψ(x) = ⟨x | ψ⟩by x
to get α(x) = ⟨x | α⟩. We have a deﬁnition of ˆx in the coordinate representation.†
[We have not bothered to try to get the x-representation of the matrix of the
operator ˆx. If you are ambitious you can try to show that
⟨x | ˆx | x′⟩= x δ(x −x′).
(20.39)
You can then work out the amusing result that
ˆx | x⟩= x | x⟩.
(20.40)
The operator ˆx has the interesting property that when it works on the base
states | x⟩it is equivalent to multiplying by x.]
Do you want to know the average value of x2? It is
⟨x2⟩av =
Z
ψ∗(x)x2ψ(x) dx.
(20.41)
Or, if you prefer you can write
⟨x2⟩av = ⟨ψ | α′⟩
with
| α′⟩= ˆx2 | ψ⟩.
(20.42)
By ˆx2 we mean ˆxˆx—the two operators are used one after the other. With the
second form you can calculate ⟨x2⟩av, using any representation (base-states) you
wish. If you want the average of xn, or of any polynomial in x, you can see how
to get it.
† Equation (20.38) does not mean that | α⟩= x | ψ⟩. You cannot “factor out” the ⟨x |,
because the multiplier x in front of ⟨x | ψ⟩is a number which is diﬀerent for each state ⟨x |. It
is the value of the coordinate of the electron in the state | x⟩. See Eq. (20.40).
20-14","294"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","564","20-5 The momentum operator
Now we would like to calculate the mean momentum of an electron—again,
we’ll stick to one dimension. Let P(p) dp be the probability that a measurement
will give a momentum between p and p + dp. Then
⟨p⟩av =
Z
p P(p) dp.
(20.43)
Now we let ⟨p | ψ⟩be the amplitude that the state | ψ⟩is in a deﬁnite momentum
state | p⟩. This is the same amplitude we called ⟨mom p | ψ⟩in Section 16-3 and
is a function of p just as ⟨x | ψ⟩is a function of x. There we chose to normalize
the amplitude so that
P(p) =
1
2πℏ|⟨p | ψ⟩|2.
(20.44)
We have, then,
⟨p⟩av =
Z
⟨ψ | p⟩p⟨p | ψ⟩dp
2πℏ.
(20.45)
The form is quite similar to what we had for ⟨x⟩av.
If we want, we can play exactly the same game we did with ⟨x⟩av. First, we
can write the integral above as
Z
⟨ψ | p⟩⟨p | β⟩dp
2πℏ.
(20.46)
You should now recognize this equation as just the expanded form of the ampli-
tude ⟨ψ | β⟩—expanded in terms of the base states of deﬁnite momentum. From
Eq. (20.45) the state | β⟩is deﬁned in the momentum representation by
⟨p | β⟩= p⟨p | ψ⟩
(20.47)
That is, we can now write
⟨p⟩av = ⟨ψ | β⟩
(20.48)
with
| β⟩= ˆp | ψ⟩,
(20.49)
where the operator ˆp is deﬁned in terms of the p-representation by Eq. (20.47).
20-15","247"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","565","[Again, you can if you wish show that the matrix form of ˆp is
⟨p | ˆp | p′⟩= p δ(p −p′),
(20.50)
and that
ˆp | p⟩= p | p⟩.
(20.51)
It works out the same as for x.]
Now comes an interesting question. We can write ⟨p⟩av, as we have done in Eqs.
(20.45) and (20.48), and we know the meaning of the operator ˆp in the momentum
representation. But how should we interpret ˆp in the coordinate representation?
That is what we will need to know if we have some wave function ψ(x), and
we want to compute its average momentum. Let’s make clear what we mean.
If we start by saying that ⟨p⟩av is given by Eq. (20.48), we can expand that
equation in terms of the p-representation to get back to Eq. (20.46). If we are
given the p-description of the state—namely the amplitude ⟨p | ψ⟩, which is an
algebraic function of the momentum p—we can get ⟨p | β⟩from Eq. (20.47) and
proceed to evaluate the integral. The question now is: What do we do if we
are given a description of the state in the x-representation, namely the wave
function ψ(x) = ⟨x | ψ⟩?
Well, let’s start by expanding Eq. (20.48) in the x-representation. It is
⟨p⟩av =
Z
⟨ψ | x⟩⟨x | β⟩dx.
(20.52)
Now, however, we need to know what the state | β⟩is in the x-representation.
If we can ﬁnd it, we can carry out the integral. So our problem is to ﬁnd the
function β(x) = ⟨x | β⟩.
We can ﬁnd it in the following way. In Section 16-3 we saw how ⟨p | β⟩was
related to ⟨x | β⟩. According to Eq. (16.24),
⟨p | β⟩=
Z
e−ipx/ℏ⟨x | β⟩dx.
(20.53)
If we know ⟨p | β⟩we can solve this equation for ⟨x | β⟩. What we want, of course,
is to express the result somehow in terms of ψ(x) = ⟨x | ψ⟩, which we are assuming
to be known. Suppose we start with Eq. (20.47) and again use Eq. (16.24) to
write
⟨p | β⟩= p⟨p | ψ⟩= p
Z
e−ipx/ℏψ(x) dx.
(20.54)
20-16","361"
